route,methods,arg,required,type,enum,default,description,format,pattern
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,date_gmt,False,"string,null",,,"The date the post was published, as GMT.",date-time,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,slug,False,string,,,An alphanumeric identifier for the post unique to its type.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,status,False,string,"publish,future,draft,pending,private,acf-disabled,wc-pending,wc-processing,wc-on-hold,wc-completed,wc-cancelled,wc-refunded,wc-failed,wc-checkout-draft",,A named status for the post.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,password,False,string,,,A password to protect access to the content and excerpt.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,title,False,object,,,The title for the post.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,content,False,object,,,The content for the post.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,excerpt,False,object,,,The excerpt for the post.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,meta,False,object,,,Meta fields.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,template,False,string,,,The theme file to use to display the post.,,
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,POST,wp_pattern_category,False,array,,,The terms assigned to the post in the wp_pattern_category taxonomy.,,
/wp/v2/blocks/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),GET,parent,False,integer,,,The ID for the parent of the autosave.,,
/wp/v2/blocks/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),GET,id,False,integer,,,The ID for the autosave.,,
/wp/v2/blocks/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,parent,False,string,,,The id of a template,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,page,False,integer,,1,Current page of the collection.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,per_page,False,integer,,,Maximum number of items to be returned in result set.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,search,False,string,,,Limit results to those matching a string.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,exclude,False,array,,[],Ensure result set excludes specific IDs.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,include,False,array,,[],Limit result set to specific IDs.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,offset,False,integer,,,Offset the result set by a specific number of items.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions",GET,orderby,False,string,"date,id,include,relevance,slug,include_slugs,title",date,Sort collection by object attribute.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+)",GET,parent,False,string,,,The id of a template,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+)",GET,id,False,integer,,,Unique identifier for the revision.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+)",GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+)",DELETE,parent,False,string,,,The id of a template,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+)",DELETE,id,False,integer,,,Unique identifier for the revision.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+)",DELETE,force,False,boolean,,False,"Required to be true, as revisions do not support trashing.",,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",GET,id,False,string,,,The id of a template,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,id,False,string,,,The id of a template,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,slug,False,string,,,Unique slug identifying the template.,,[a-zA-Z0-9_\%-]+
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,theme,False,string,,,Theme identifier for the template.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,type,False,string,,,Type of template.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,content,False,"object,string",,,Content of template.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,title,False,"object,string",,,Title of template.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,description,False,string,,,Description of template.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,status,False,string,"publish,future,draft,pending,private,acf-disabled,wc-pending,wc-processing,wc-on-hold,wc-completed,wc-cancelled,wc-refunded,wc-failed,wc-checkout-draft",,Status of template.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves",POST,author,False,integer,,,The ID for the author of the template.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves/(?P<id>[\d]+)",GET,parent,False,string,,,The id of a template,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves/(?P<id>[\d]+)",GET,id,False,integer,,,The ID for the autosave.,,
"/wp/v2/templates/(?P<parent>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)/autosaves/(?P<id>[\d]+)",GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
/wp/v2/templates,GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
/wp/v2/templates,GET,wp_id,False,integer,,,Limit to the specified post id.,,
/wp/v2/templates,GET,area,False,string,,,Limit to the specified template part area.,,
/wp/v2/templates,GET,post_type,False,string,,,Post type to get the templates for.,,
/wp/v2/templates,POST,slug,True,string,,,Unique slug identifying the template.,,[a-zA-Z0-9_\%-]+
/wp/v2/templates,POST,theme,False,string,,,Theme identifier for the template.,,
/wp/v2/templates,POST,type,False,string,,,Type of template.,,
/wp/v2/templates,POST,content,False,"object,string",,,Content of template.,,
/wp/v2/templates,POST,title,False,"object,string",,,Title of template.,,
/wp/v2/templates,POST,description,False,string,,,Description of template.,,
/wp/v2/templates,POST,status,False,string,"publish,future,draft,pending,private,acf-disabled,wc-pending,wc-processing,wc-on-hold,wc-completed,wc-cancelled,wc-refunded,wc-failed,wc-checkout-draft",publish,Status of template.,,
/wp/v2/templates,POST,author,False,integer,,,The ID for the author of the template.,,
/wp/v2/templates/lookup,GET,slug,True,string,,,The slug of the template to get the fallback for,,
/wp/v2/templates/lookup,GET,is_custom,False,boolean,,,Indicates if a template is custom or part of the template hierarchy,,
/wp/v2/templates/lookup,GET,template_prefix,False,string,,,"The template prefix for the created template. This is used to extract the main template type, e.g. in `taxonomy-books` extracts the `taxonomy`",,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)",GET,id,False,string,,,The id of a template,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)",GET,context,False,string,"view,embed,edit",view,Scope under which the request is made; determines fields present in response.,,
"/wp/v2/templates/(?P<id>([^\/:<>\*\?""\|]+(?:\/[^\/:<>\*\?""\|]+)?)[\/\w%-]+)","POST,PUT,PATCH",id,False,string,,,The id of a template,,
